"Timestamp","How much have you currently spent?","How often do you play?","What are your spending habits?","When do you usually spend(orbs) on a banner? (just any given banner in general)","How fast do you complete quests","How do you go about getting orb rewards","Have you let pity rates over 4.25 die?","There's a new deal, you can buy a character you really want for a bulk sum of orbs, how many orbs are you willing to pay?"," Orb prices have decreased by 15% for a week, will you buy?","Your pity rate is 4.75 but this week orbs are 30% more expensive, will you buy?","Your pity rate is at 4.75 but the one time deals are $40 (USD) for 83 orbs or $36 for 75 orbs, what do you choose","Let's make a deal. You must spend $75 (USD) for 160 orb, but after you get a 5* any unused orbs from that $75 package disappear, do you buy?"
"2018/03/24 4:40:12 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","20","No","No","No","No"
"2018/03/24 4:53:27 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","60","No","No","No","No"
"2018/03/24 4:59:40 AM EST","100 - 500","Scattered, no real patter or content based","Impulsively during some banner you are trying for","Somewhere in the middle of a banner's lifetime","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","40","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 5:02:37 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Somewhere in the middle of a banner's lifetime","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","No","No","No","No"
"2018/03/24 5:04:38 AM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","30","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 5:07:20 AM EST","500 - 2000","Every day","Spend at the beginning of the month, or some periodic time","At the last 3 days of a banner's life time","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","50","Yes","No","$36 for 75 orbs","No"
"2018/03/24 5:12:41 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","60","No","No","No","No"
"2018/03/24 5:17:22 AM EST","< 100","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","50","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 5:25:38 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","At the last 3 days of a banner's life time","Don’t even complete quests most of the time","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","No","No","No","No"
"2018/03/24 5:30:25 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","In the first 3 days","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","100","Yes","No","No","No"
"2018/03/24 5:42:44 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","0","No","No","No","No"
"2018/03/24 5:45:03 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","40","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 5:54:09 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","In the first 3 days","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","100","No","No","No","No"
"2018/03/24 6:10:44 AM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","15","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 6:11:49 AM EST","< 100","Every day","Spend at the beginning of the month, or some periodic time","Somewhere in the middle of a banner's lifetime","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","5","No","No","$36 for 75 orbs","No"
"2018/03/24 6:15:40 AM EST","< 100","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","40","No","No","No","No"
"2018/03/24 6:25:35 AM EST","< 100","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","50","No","No","No","No"
"2018/03/24 6:33:08 AM EST","< 100","Every other day","Impulsively during some banner you are trying for","At the last 3 days of a banner's life time","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","15","No","No","No","No"
"2018/03/24 6:35:01 AM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Somewhere in the middle, complete them with other activities","Don't really care about orb quests, just get whatever pops up here and there","No you will buy more orbs to break the pity rate","20","Yes","No","$36 for 75 orbs","No"
"2018/03/24 6:55:24 AM EST","< 100","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No you will buy more orbs to break the pity rate","40","No","No","No","No"
"2018/03/24 7:02:15 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Don’t even complete quests most of the time","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No you will buy more orbs to break the pity rate","15 ","No","No","$40 (USD) for 83 orbs","No"
"2018/03/24 7:16:49 AM EST","2000 <","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","100","Yes","No","$40 (USD) for 83 orbs","Yes"
"2018/03/24 7:32:37 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","At the last 3 days of a banner's life time","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","45","Yes","No","$40 (USD) for 83 orbs","Yes"
"2018/03/24 7:37:16 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","50","Yes","No","No","No"
"2018/03/24 7:55:48 AM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","20","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 8:12:56 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","100","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 8:26:46 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","35","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 8:44:11 AM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","Somewhere in the middle of a banner's lifetime","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","25","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 9:21:46 AM EST","< 100","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","20","Yes","No","$36 for 75 orbs","No"
"2018/03/24 9:25:03 AM EST","< 100","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","No","No","No","No"
"2018/03/24 9:27:15 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","","No","No","No","No"
"2018/03/24 9:27:36 AM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","60","Yes","Yes","$36 for 75 orbs","No"
"2018/03/24 9:36:36 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","In the first 3 days","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","30","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 9:58:02 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","In the first 3 days","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","50","Yes","No","$40 (USD) for 83 orbs","Yes"
"2018/03/24 10:47:08 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","0","No","No","No","No"
"2018/03/24 11:01:52 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","80","No","No","No","No"
"2018/03/24 11:04:29 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","30","Yes","No","No","No"
"2018/03/24 11:05:04 AM EST","2000 <","Every day","Impulsively during some banner you are trying for","In the first 3 days","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No you will buy more orbs to break the pity rate","50","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 11:19:52 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","At the last 3 days of a banner's life time","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","70","No","No","$36 for 75 orbs","No"
"2018/03/24 11:43:34 AM EST","< 100","Every day","Impulsively during some banner you are trying for","At the last 3 days of a banner's life time","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","","Yes","No","$36 for 75 orbs","No"
"2018/03/24 12:31:40 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","20","Yes","No","No","No"
"2018/03/24 12:59:22 PM EST","0","Every other day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","20","No","No","No","No"
"2018/03/24 1:11:03 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","In the first 3 days","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","50","No","No","No","No"
"2018/03/24 1:11:32 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","10","No","No","No","No"
"2018/03/24 1:17:49 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","20","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 1:20:43 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","After scoping out the other banners near the time frame","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","48","Yes","No","$36 for 75 orbs","No"
"2018/03/24 2:07:49 PM EST","100 - 500","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 2:27:02 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","5","No","No","No","No"
"2018/03/24 2:44:00 PM EST","100 - 500","Every day","Impulsively during some banner you are trying for","After scoping out the other banners near the time frame","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","30","No","No","No","No"
"2018/03/24 3:47:33 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Spent but was not able to break pity rate","200","Yes","Yes","$40 (USD) for 83 orbs","No"
"2018/03/24 3:55:46 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","No","No","No","No"
"2018/03/24 4:00:25 PM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Spent but was not able to break pity rate","40","Yes","No","No","No"
"2018/03/24 4:16:49 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","90","Yes","No","$36 for 75 orbs","No"
"2018/03/24 4:28:00 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","100","No","No","No","No"
"2018/03/24 4:34:52 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","20","No","No","No","No"
"2018/03/24 4:54:56 PM EST","< 100","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","100","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 5:23:42 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","20","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 5:42:07 PM EST","100 - 500","Every day","Impulsively during some banner you are trying for","After scoping out the other banners near the time frame","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","70","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 5:48:15 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","100","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 6:13:31 PM EST","2000 <","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Spent but was not able to break pity rate","100","No","No","No","No"
"2018/03/24 6:28:47 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","20","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/24 6:31:32 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","0","No","No","No","No"
"2018/03/24 9:12:45 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","","No","No","No","No"
"2018/03/25 12:42:15 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No you will buy more orbs to break the pity rate","30","Yes","No","$36 for 75 orbs","No"
"2018/03/25 7:36:01 AM EST","< 100","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","150","No","No","No","No"
"2018/03/25 7:44:16 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","Yes","No","No","No"
"2018/03/25 8:05:42 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","50","Yes","No","$36 for 75 orbs","No"
"2018/03/25 12:22:28 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","50","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/25 12:50:33 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","10","No","No","No","No"
"2018/03/25 4:38:58 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","70","No","No","No","No"
"2018/03/25 5:45:25 PM EST","< 100","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","50","No","No","No","No"
"2018/03/25 5:49:07 PM EST","< 100","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","25","Yes","No","$36 for 75 orbs","No"
"2018/03/25 6:28:21 PM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/25 7:00:08 PM EST","100 - 500","Every day","Impulsively during some banner you are trying for","Somewhere in the middle of a banner's lifetime","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","200","No","No","No","No"
"2018/03/26 12:54:11 AM EST","< 100","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","100","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/26 2:39:05 AM EST","< 100","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","","No","No","$40 (USD) for 83 orbs","No"
"2018/03/26 9:11:34 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","No","No","No","No"
"2018/03/26 9:11:39 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","No","No","No","No"
"2018/03/26 9:24:40 AM EST","100 - 500","Every day","Spend at the beginning of the month, or some periodic time;Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","30","Yes","No","$36 for 75 orbs","No"
"2018/03/26 3:51:42 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","0","No","No","No","No"
"2018/03/26 9:49:30 PM EST","< 100","Every day","Impulsively during some banner you are trying for","After scoping out the other banners near the time frame","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","100","No","No","$40 (USD) for 83 orbs","No"
"2018/03/27 1:34:53 AM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","5.00","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/27 1:57:21 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","10","No","No","No","No"
"2018/03/27 3:43:08 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","At the last 3 days of a banner's life time","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","80","No","Yes","No","No"
"2018/03/27 6:54:38 AM EST","100 - 500","Every day","Impulsively during some banner you are trying for","At the last 3 days of a banner's life time","Within the first 3 days, actively trying to complete them","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","20","Yes","No","No","No"
"2018/03/27 3:35:08 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No you will buy more orbs to break the pity rate","50","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/27 5:04:43 PM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","In the first 3 days","Within the first 3 days, actively trying to complete them","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","Yes because you ran out of orbs","50","No","No","No","No"
"2018/03/27 5:49:57 PM EST","< 100","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","40","Yes","No","No","No"
"2018/03/27 5:58:07 PM EST","0","Every other day","None (mark this if you don’t spend, it makes my life easier thanks!)","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","150","No","No","No","No"
"2018/03/27 7:20:06 PM EST","500 - 2000","Every day","Impulsively during some banner you are trying for","At the last 3 days of a banner's life time","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","120","Yes","No","$40 (USD) for 83 orbs","No"
"2018/03/27 10:42:51 PM EST","< 100","Every day","Impulsively during some banner you are trying for","Randomly whenever you have orbs (no pattern)","Somewhere in the middle, complete them with other activities","Get whatever you can with normal play (eg not training units specifically for 3 heros quests)","Yes because you ran out of orbs","10","No","No","No","No"
"2018/03/28 12:39:19 AM EST","0","Every day","None (mark this if you don’t spend, it makes my life easier thanks!)","After scoping out the other banners near the time frame","Somewhere in the middle, complete them with other activities","Completely get all orb rewards (aka tempest, best arena tier you can achieve, orb quests)","No, you've gotten lucky enough to break the pity rate naturally (without spending)","50","No","No","No","No"
